chr	start	end	BS	BS.norm	boundary	TADid	TAD
I	4855000	4859999	  4.144	-4.331e-01	0	81	1
I	4860000	4864999	  4.168	-4.096e-01	0	81	1
I	4865000	4869999	  4.203	-3.743e-01	0	81	1
I	4870000	4874999	  4.457	-1.204e-01	0	81	1
I	4875000	4879999	  4.631	 5.373e-02	0	81	1
I	4880000	4884999	  4.822	 2.443e-01	0	81	1
I	4885000	4889999	  5.076	 4.991e-01	0	81	1
I	4890000	4894999	  5.571	 9.935e-01	0	81	1
I	4895000	4899999	  5.681	 1.104e+00	0	81	1
I	4900000	4904999	  6.142	 1.287e+00	0	81	1
I	4905000	4909999	  4.988	 4.110e-01	0	81	1
I	4910000	4914999	  6.181	 1.287e+00	1	81.5	0
I	4915000	4919999	  5.765	 1.188e+00	0	82	1
I	4920000	4924999	  5.073	 4.957e-01	0	82	1
I	4925000	4929999	  4.823	 2.453e-01	0	82	1
I	4930000	4934999	  4.668	 9.105e-02	0	82	1
I	4935000	4939999	  4.818	 2.408e-01	0	82	1
I	4940000	4944999	  4.784	 2.065e-01	0	82	1
I	4945000	4949999	  4.547	-3.024e-02	0	82	1
I	4950000	4954999	  4.556	-2.128e-02	0	82	1
I	4955000	4959999	  4.569	-8.573e-03	0	82	1
I	4960000	4964999	  4.346	-2.318e-01	0	82	1
I	4965000	4969999	  4.279	-2.982e-01	0	82	1
I	4970000	4974999	  4.390	-1.874e-01	0	82	1
I	4975000	4979999	  4.381	-1.960e-01	0	82	1
I	4980000	4984999	  4.275	-3.020e-01	0	82	1
I	4985000	4989999	  4.218	-3.592e-01	0	82	1
I	4990000	4994999	  4.235	-3.424e-01	0	82	1
I	4995000	4999999	  4.324	-2.532e-01	0	82	1
I	5000000	5004999	  4.396	-1.817e-01	0	82	1
I	5005000	5009999	  4.617	 3.952e-02	0	82	1
I	5010000	5014999	  4.791	 2.141e-01	0	82	1
I	5015000	5019999	  5.046	 4.683e-01	0	82	1
I	5020000	5024999	  5.189	 6.113e-01	1	82.5	0
I	5025000	5029999	  5.015	 4.376e-01	0	83	1
I	5030000	5034999	  4.725	 1.476e-01	0	83	1
I	5035000	5039999	  4.491	-8.610e-02	0	83	1
I	5040000	5044999	  4.325	-2.528e-01	0	83	1
I	5045000	5049999	  4.181	-3.965e-01	0	83	1
I	5050000	5054999	  4.071	-5.065e-01	0	83	1
I	5055000	5059999	  4.110	-4.678e-01	0	83	1
I	5060000	5064999	  4.329	-2.479e-01	0	83	1
I	5065000	5069999	  4.444	-1.331e-01	0	83	1
I	5070000	5074999	  4.527	-5.009e-02	0	83	1
I	5075000	5079999	  4.666	 8.852e-02	0	83	1
I	5080000	5084999	  4.968	 3.910e-01	0	83	1
I	5085000	5089999	  5.439	 8.613e-01	0	83	1
I	5090000	5094999	  5.708	 1.131e+00	1	83.5	0
I	5095000	5099999	  5.510	 9.328e-01	0	84	1
I	5100000	5104999	  5.078	 5.005e-01	0	84	1
I	5105000	5109999	  4.729	 1.512e-01	0	84	1
I	5110000	5114999	  4.503	-7.385e-02	0	84	1
I	5115000	5119999	  4.289	-2.887e-01	0	84	1
I	5120000	5124999	  4.124	-4.532e-01	0	84	1
I	5125000	5129999	  3.876	-7.014e-01	0	84	1
I	5130000	5134999	  3.797	-7.801e-01	0	84	1
I	5135000	5139999	  3.750	-8.273e-01	0	84	1
I	5140000	5144999	  3.930	-6.477e-01	0	84	1
I	5145000	5149999	  4.234	-3.436e-01	0	84	1
I	5150000	5154999	  4.538	-3.968e-02	0	84	1
I	5155000	5159999	  4.822	 2.449e-01	0	84	1
I	5160000	5164999	  5.059	 4.813e-01	0	84	1
I	5165000	5169999	  5.154	 5.764e-01	0	84	1
I	5170000	5174999	  5.155	 5.775e-01	1	84.5	0
I	5175000	5179999	  4.841	 2.634e-01	0	85	0
I	5180000	5184999	  4.651	 7.349e-02	0	85	0
I	5185000	5189999	  4.951	 3.740e-01	1	85.5	0
I	5190000	5194999	  4.089	-4.887e-01	0	86	1
I	5195000	5199999	  4.064	-5.129e-01	0	86	1
I	5200000	5204999	  4.919	 3.412e-01	1	86.5	0
I	5205000	5209999	  4.610	 3.312e-02	0	87	0
I	5210000	5214999	  4.650	 7.276e-02	0	87	0
I	5215000	5219999	  4.864	 2.865e-01	0	87	0
I	5220000	5224999	  4.977	 3.993e-01	1	87.5	0
I	5225000	5229999	  4.589	 1.168e-02	0	88	1
I	5230000	5234999	  4.357	-2.206e-01	0	88	1
I	5235000	5239999	  4.252	-3.254e-01	0	88	1
I	5240000	5244999	  4.327	-2.501e-01	0	88	1
I	5245000	5249999	  4.409	-1.687e-01	0	88	1
I	5250000	5254999	  4.484	-9.303e-02	0	88	1
I	5255000	5259999	  4.719	 1.415e-01	1	88.5	0
I	5260000	5264999	  4.679	 1.019e-01	0	89	0
I	5265000	5269999	  4.706	 1.284e-01	0	89	0
I	5270000	5274999	  4.805	 2.275e-01	0	89	0
I	5275000	5279999	  4.895	 3.176e-01	1	89.5	0
I	5280000	5284999	  4.880	 3.029e-01	0	90	0
I	5285000	5289999	  4.820	 2.422e-01	0	90	0
I	5290000	5294999	  4.875	 2.981e-01	0	90	0
I	5295000	5299999	  4.982	 4.044e-01	0	90	0
I	5300000	5304999	  5.065	 4.872e-01	0	90	0
I	5305000	5309999	  5.094	 5.169e-01	0	90	0
I	5310000	5314999	  5.074	 4.972e-01	0	90	0
I	5315000	5319999	  5.263	 6.857e-01	0	90	0
I	5320000	5324999	  5.461	 8.836e-01	0	90	0
I	5325000	5329999	  5.559	 9.814e-01	1	90.5	0
I	5330000	5334999	  5.339	 7.620e-01	0	91	1
I	5335000	5339999	  5.113	 5.356e-01	0	91	1
I	5340000	5344999	  4.779	 2.018e-01	0	91	1
I	5345000	5349999	  4.548	-2.983e-02	0	91	1
I	5350000	5354999	  4.389	-1.887e-01	0	91	1
I	5355000	5359999	  4.385	-1.925e-01	0	91	1
I	5360000	5364999	  4.389	-1.880e-01	0	91	1
I	5365000	5369999	  4.347	-2.306e-01	0	91	1
I	5370000	5374999	  4.328	-2.492e-01	0	91	1
I	5375000	5379999	  4.294	-2.837e-01	0	91	1
I	5380000	5384999	  4.440	-1.372e-01	0	91	1
I	5385000	5389999	  4.617	 4.015e-02	0	91	1
I	5390000	5394999	  4.692	 1.148e-01	1	91.5	0
I	5395000	5399999	  4.646	 6.866e-02	0	92	1
I	5400000	5404999	  4.664	 8.704e-02	0	92	1
I	5405000	5409999	  4.536	-4.145e-02	0	92	1
I	5410000	5414999	  4.484	-9.289e-02	0	92	1
I	5415000	5419999	  4.403	-1.743e-01	0	92	1
I	5420000	5424999	  4.435	-1.428e-01	0	92	1
I	5425000	5429999	  4.555	-2.229e-02	0	92	1
I	5430000	5434999	  4.526	-5.166e-02	0	92	1
I	5435000	5439999	  4.303	-2.748e-01	0	92	1
I	5440000	5444999	  4.127	-4.503e-01	0	92	1
I	5445000	5449999	  3.995	-5.824e-01	0	92	1
I	5450000	5454999	  4.024	-5.538e-01	0	92	1
I	5455000	5459999	  4.096	-4.813e-01	0	92	1
I	5460000	5464999	  4.149	-4.288e-01	0	92	1
I	5465000	5469999	  4.150	-4.271e-01	0	92	1
I	5470000	5474999	  4.083	-4.944e-01	0	92	1
I	5475000	5479999	  4.040	-5.377e-01	0	92	1
I	5480000	5484999	  4.177	-4.001e-01	0	92	1
I	5485000	5489999	  4.235	-3.426e-01	0	92	1
I	5490000	5494999	  4.138	-4.389e-01	0	92	1
I	5495000	5499999	  3.926	-6.512e-01	0	92	1
I	5500000	5504999	  3.656	-9.209e-01	0	92	1
I	5505000	5509999	  3.364	-1.213e+00	0	92	1
I	5510000	5514999	-99.000	 0.000e+00	0	92	1
I	5515000	5519999	-99.000	 0.000e+00	0	92	1
I	5520000	5524999	-99.000	 0.000e+00	0	92	1
I	5525000	5529999	-99.000	 0.000e+00	0	92	1
I	5530000	5534999	-99.000	 0.000e+00	0	92	1
I	5535000	5539999	-99.000	 0.000e+00	0	92	1
I	5540000	5544999	-99.000	 0.000e+00	0	92	1
I	5545000	5549999	-99.000	 0.000e+00	0	92	1
I	5550000	5554999	-99.000	 0.000e+00	0	92	1
I	5555000	5559999	-99.000	 0.000e+00	0	92	1
I	5560000	5564999	-99.000	 0.000e+00	0	92	1
I	5565000	5569999	-99.000	 0.000e+00	0	92	1
I	5570000	5574999	-99.000	 0.000e+00	0	92	1
II	5000	9999	-99.000	 0.0000000	0	0	1
II	10000	14999	-99.000	 0.0000000	0	0	1
II	15000	19999	-99.000	 0.0000000	0	0	1
II	20000	24999	-99.000	 0.0000000	0	0	1
II	25000	29999	-99.000	 0.0000000	0	0	1
II	30000	34999	-99.000	 0.0000000	0	0	1
II	35000	39999	-99.000	 0.0000000	0	0	1
II	40000	44999	-99.000	 0.0000000	0	0	1
II	45000	49999	-99.000	 0.0000000	0	0	1
II	50000	54999	-99.000	 0.0000000	0	0	1
II	55000	59999	-99.000	 0.0000000	0	0	1
II	60000	64999	-99.000	 0.0000000	0	0	1
II	65000	69999	  3.136	-1.5673755	0	0	1
II	70000	74999	  3.836	-0.8678225	0	0	1
II	75000	79999	  3.153	-1.5509962	0	0	1
II	80000	84999	  4.532	-0.1717411	0	0	1
II	85000	89999	  5.132	 0.4285428	1	0.5	0
II	90000	94999	  3.977	-0.7271792	0	1	1
II	95000	99999	  4.023	-0.6806778	0	1	1
II	100000	104999	  4.004	-0.7001060	0	1	1
II	105000	109999	  4.917	 0.2127805	1	1.5	0
II	110000	114999	  3.563	-1.1408628	0	2	1
II	115000	119999	  4.604	-0.1000611	0	2	1
II	120000	124999	  4.347	-0.3568379	0	2	1
II	125000	129999	  4.344	-0.3594762	0	2	1
II	130000	134999	  4.309	-0.3950035	0	2	1
II	135000	139999	  4.276	-0.4275910	0	2	1
II	140000	144999	  4.374	-0.3297771	0	2	1
II	145000	149999	  4.622	-0.0812319	0	2	1
II	150000	154999	  4.953	 0.2492628	0	2	1
II	155000	159999	  5.102	 0.3982190	1	2.5	0
II	160000	164999	  4.959	 0.2555579	0	3	1
II	165000	169999	  4.621	-0.0826260	0	3	1
II	170000	174999	  4.418	-0.2858330	0	3	1
II	175000	179999	  4.446	-0.2582075	0	3	1
II	180000	184999	  4.392	-0.3117683	0	3	1
II	185000	189999	  4.254	-0.4498109	0	3	1
II	190000	194999	  4.078	-0.6256818	0	3	1
II	195000	199999	  3.981	-0.7230277	0	3	1
II	200000	204999	  4.024	-0.6800537	0	3	1
II	205000	209999	  4.199	-0.5048175	0	3	1
II	210000	214999	  4.386	-0.3174419	0	3	1
II	215000	219999	  4.815	 0.1107932	0	3	1
II	220000	224999	  5.046	 0.3419245	0	3	1
II	225000	229999	  5.398	 0.6946771	0	3	1
II	230000	234999	  5.815	 1.1115751	1	3.5	0
II	235000	239999	  5.615	 0.9115171	0	4	0
II	240000	244999	  5.286	 0.5821851	0	4	0
II	245000	249999	  5.091	 0.3874653	0	4	0
II	250000	254999	  5.010	 0.3065242	0	4	0
II	255000	259999	  5.204	 0.5004957	1	4.5	0
II	260000	264999	  4.973	 0.2693885	0	5	1
II	265000	269999	  4.741	 0.0373192	0	5	1
II	270000	274999	  4.738	 0.0340336	0	5	1
II	275000	279999	  4.667	-0.0365718	0	5	1
II	280000	284999	  4.650	-0.0535184	0	5	1
II	285000	289999	  4.663	-0.0406610	0	5	1
II	290000	294999	  4.467	-0.2363333	0	5	1
II	295000	299999	  4.354	-0.3499073	0	5	1
II	300000	304999	  4.149	-0.5545825	0	5	1
II	305000	309999	  3.990	-0.7136884	0	5	1
II	310000	314999	  3.959	-0.7447420	0	5	1
II	315000	319999	  3.854	-0.8493482	0	5	1
II	320000	324999	  3.820	-0.8834198	0	5	1
II	325000	329999	  3.914	-0.7898754	0	5	1
II	330000	334999	  4.005	-0.6983753	0	5	1
II	335000	339999	  4.209	-0.4944265	0	5	1
II	340000	344999	  4.430	-0.2740233	0	5	1
II	345000	349999	  4.490	-0.2134124	0	5	1
II	350000	354999	  4.585	-0.1183151	0	5	1
II	355000	359999	  4.528	-0.1761051	0	5	1
II	360000	364999	  4.436	-0.2675920	0	5	1
II	365000	369999	  4.309	-0.3943500	0	5	1
II	370000	374999	  4.245	-0.4589847	0	5	1
II	375000	379999	  4.235	-0.4686109	0	5	1
II	380000	384999	  4.288	-0.4161017	0	5	1
II	385000	389999	  4.375	-0.3292083	0	5	1
II	390000	394999	  4.524	-0.1799627	0	5	1
II	395000	399999	  4.634	-0.0698218	0	5	1
II	400000	404999	  4.559	-0.1442440	0	5	1
II	405000	409999	  4.608	-0.0958248	0	5	1
II	410000	414999	  4.640	-0.0634276	0	5	1
II	415000	419999	  4.654	-0.0499769	0	5	1
II	420000	424999	  4.931	 0.2270519	0	5	1
II	425000	429999	  5.068	 0.3643591	1	5.5	0
II	430000	434999	  5.034	 0.3307340	0	6	1
II	435000	439999	  4.834	 0.1307214	0	6	1
II	440000	444999	  4.622	-0.0819317	0	6	1
II	445000	449999	  4.432	-0.2721062	0	6	1
II	450000	454999	  4.232	-0.4720984	0	6	1
II	455000	459999	  4.215	-0.4885446	0	6	1
II	460000	464999	  4.451	-0.2523423	0	6	1
II	465000	469999	  4.699	-0.0043630	0	6	1
II	470000	474999	  4.628	-0.0757028	0	6	1
II	475000	479999	  4.540	-0.1635874	0	6	1
II	480000	484999	  4.398	-0.3058485	0	6	1
II	485000	489999	  4.408	-0.2952655	0	6	1
II	490000	494999	  4.561	-0.1430741	0	6	1
II	495000	499999	  4.639	-0.0644781	0	6	1
II	500000	504999	  4.604	-0.0996821	0	6	1
II	505000	509999	  4.530	-0.1738668	0	6	1
II	510000	514999	  4.715	 0.0112988	0	6	1
II	515000	519999	  5.032	 0.3282662	1	6.5	0
II	520000	524999	  4.927	 0.2230491	0	7	0
II	525000	529999	  5.031	 0.3268750	0	7	0
II	530000	534999	  5.140	 0.4366762	0	7	0
II	535000	539999	  5.296	 0.5925229	0	7	0
II	540000	544999	  5.426	 0.7225795	1	7.5	0
II	545000	549999	  5.199	 0.4956020	0	8	1
II	550000	554999	  4.949	 0.2448711	0	8	1
II	555000	559999	  4.689	-0.0149310	0	8	1
II	560000	564999	  4.394	-0.3097156	0	8	1
II	565000	569999	  4.375	-0.3282402	0	8	1
II	570000	574999	  4.392	-0.3112719	0	8	1
II	575000	579999	  4.290	-0.4138720	0	8	1
II	580000	584999	  4.158	-0.5459611	0	8	1
II	585000	589999	  4.207	-0.4971850	0	8	1
II	590000	594999	  4.400	-0.3040156	0	8	1
II	595000	599999	  4.842	 0.1384341	0	8	1
II	600000	604999	  5.353	 0.6495641	0	8	1
II	605000	609999	  5.437	 0.7330553	1	8.5	0
II	610000	614999	  5.196	 0.4922099	0	9	0
II	615000	619999	  5.300	 0.5960015	0	9	0
II	620000	624999	  5.673	 0.9691497	1	9.5	0
II	625000	629999	  5.480	 0.7762172	0	10	1
II	630000	634999	  4.898	 0.1946010	0	10	1
II	635000	639999	  4.639	-0.0646650	0	10	1
II	640000	644999	  4.598	-0.1054739	0	10	1
II	645000	649999	  4.390	-0.3136607	0	10	1
II	650000	654999	  4.149	-0.5544943	0	10	1
II	655000	659999	  4.081	-0.6231605	0	10	1
II	660000	664999	  3.990	-0.7133825	0	10	1
II	665000	669999	  4.045	-0.6587607	0	10	1
II	670000	674999	  4.035	-0.6686680	0	10	1
II	675000	679999	  3.903	-0.8011112	0	10	1
II	680000	684999	  3.895	-0.8089512	0	10	1
II	685000	689999	  4.176	-0.5279856	0	10	1
II	690000	694999	  3.518	-1.1859943	0	10	1
II	695000	699999	  3.521	-1.1828183	0	10	1
II	700000	704999	  4.457	-0.2469164	0	10	1
II	705000	709999	  4.515	-0.1890010	0	10	1
II	710000	714999	  4.817	 0.1132329	0	10	1
II	715000	719999	  4.872	 0.1687262	1	10.5	0
II	720000	724999	  4.617	-0.0870205	0	11	1
II	725000	729999	  4.493	-0.2108877	0	11	1
II	730000	734999	  4.779	 0.0751859	0	11	1
II	735000	739999	  5.057	 0.3528717	1	11.5	0
II	740000	744999	  5.015	 0.3113375	0	12	1
II	745000	749999	  4.725	 0.0211936	0	12	1
II	750000	754999	  4.703	-0.0011838	0	12	1
II	755000	759999	  4.807	 0.1028550	1	12.5	0
II	760000	764999	  4.563	-0.1405960	0	13	1
II	765000	769999	  4.464	-0.2401408	0	13	1
II	770000	774999	  4.441	-0.2629004	0	13	1
II	775000	779999	  4.509	-0.1951405	0	13	1
II	780000	784999	  4.531	-0.1725723	0	13	1
II	785000	789999	  4.567	-0.1368858	0	13	1
II	790000	794999	  4.714	 0.0099638	0	13	1
II	795000	799999	  4.969	 0.2654433	0	13	1
II	800000	804999	  5.393	 0.6892790	0	13	1
II	805000	809999	  5.680	 0.9764074	1	13.5	0
II	810000	814999	  5.490	 0.7860868	0	14	1
II	815000	819999	  5.056	 0.3523593	0	14	1
II	820000	824999	  4.855	 0.1517556	0	14	1
II	825000	829999	  4.419	-0.2847486	0	14	1
II	830000	834999	  4.175	-0.5292007	0	14	1
II	835000	839999	  4.105	-0.5984713	0	14	1
II	840000	844999	  4.126	-0.5773282	0	14	1
II	845000	849999	  4.259	-0.4444625	0	14	1
II	850000	854999	  4.291	-0.4131666	0	14	1
II	855000	859999	  4.522	-0.1815728	0	14	1
II	860000	864999	  4.890	 0.1860937	1	14.5	0
II	865000	869999	  4.871	 0.1670986	0	15	1
II	870000	874999	  4.592	-0.1117059	0	15	1
II	875000	879999	  4.252	-0.4519786	0	15	1
II	880000	884999	  4.236	-0.4679074	0	15	1
II	885000	889999	  4.267	-0.4367237	0	15	1
II	890000	894999	  4.374	-0.3296717	0	15	1
II	895000	899999	  4.347	-0.3568578	0	15	1
II	900000	904999	  4.463	-0.2410691	0	15	1
II	905000	909999	  4.746	 0.0421040	0	15	1
II	910000	914999	  5.085	 0.3814811	1	15.5	0
II	915000	919999	  5.078	 0.3745996	0	16	1
II	920000	924999	  4.963	 0.2595266	0	16	1
II	925000	929999	  4.958	 0.2539014	0	16	1
II	930000	934999	  4.758	 0.0540750	0	16	1
II	935000	939999	  4.513	-0.1906565	0	16	1
II	940000	944999	  4.237	-0.4665675	0	16	1
II	945000	949999	  4.118	-0.5855778	0	16	1
II	950000	954999	  4.176	-0.5277194	0	16	1
II	955000	959999	  4.225	-0.4790551	0	16	1
II	960000	964999	  4.132	-0.5721933	0	16	1
II	965000	969999	  4.111	-0.5923739	0	16	1
II	970000	974999	  4.051	-0.6527376	0	16	1
II	975000	979999	  4.243	-0.4609208	0	16	1
II	980000	984999	  4.342	-0.3612608	0	16	1
II	985000	989999	  4.474	-0.2297436	0	16	1
II	990000	994999	  4.690	-0.0136859	0	16	1
II	995000	999999	  4.956	 0.2527441	0	16	1
II	1000000	1004999	  5.165	 0.4613546	1	16.5	0
II	1005000	1009999	  5.093	 0.3896936	0	17	1
II	1010000	1014999	  5.133	 0.4295895	0	17	1
II	1015000	1019999	  4.969	 0.2656860	0	17	1
II	1020000	1024999	  4.718	 0.0141010	0	17	1
II	1025000	1029999	  4.404	-0.3001923	0	17	1
II	1030000	1034999	  4.237	-0.4671921	0	17	1
II	1035000	1039999	  4.081	-0.6225594	0	17	1
II	1040000	1044999	  3.988	-0.7157623	0	17	1
II	1045000	1049999	  3.891	-0.8122966	0	17	1
II	1050000	1054999	  3.798	-0.9061282	0	17	1
II	1055000	1059999	  3.799	-0.9045755	0	17	1
II	1060000	1064999	  3.877	-0.8264728	0	17	1
II	1065000	1069999	  4.106	-0.5976376	0	17	1
II	1070000	1074999	  4.335	-0.3689473	0	17	1
II	1075000	1079999	  4.774	 0.0706664	0	17	1
II	1080000	1084999	  5.076	 0.3724985	0	17	1
II	1085000	1089999	  5.120	 0.4160469	1	17.5	0
II	1090000	1094999	  5.069	 0.3649104	0	18	0
II	1095000	1099999	  4.969	 0.2656510	0	18	0
II	1100000	1104999	  4.948	 0.2439774	0	18	0
II	1105000	1109999	  4.956	 0.2525156	0	18	0
II	1110000	1114999	  4.943	 0.2395869	0	18	0
II	1115000	1119999	  4.971	 0.2673029	1	18.5	0
II	1120000	1124999	  4.763	 0.0592157	0	19	1
II	1125000	1129999	  4.377	-0.3268563	0	19	1
II	1130000	1134999	  4.167	-0.5371525	0	19	1
II	1135000	1139999	  4.038	-0.6655261	0	19	1
II	1140000	1144999	  3.901	-0.8025379	0	19	1
II	1145000	1149999	  3.891	-0.8130901	0	19	1
II	1150000	1154999	  3.899	-0.8045863	0	19	1
II	1155000	1159999	  4.032	-0.6716699	0	19	1
II	1160000	1164999	  4.115	-0.5886627	0	19	1
II	1165000	1169999	  4.142	-0.5614400	0	19	1
II	1170000	1174999	  4.220	-0.4835299	0	19	1
II	1175000	1179999	  4.299	-0.4046305	0	19	1
II	1180000	1184999	  4.335	-0.3686187	0	19	1
II	1185000	1189999	  4.377	-0.3270739	0	19	1
II	1190000	1194999	  4.340	-0.3637118	0	19	1
II	1195000	1199999	  4.438	-0.2660040	0	19	1
II	1200000	1204999	  4.450	-0.2539860	0	19	1
II	1205000	1209999	  4.460	-0.2435773	0	19	1
II	1210000	1214999	  4.477	-0.2272134	0	19	1
II	1215000	1219999	  4.637	-0.0664626	0	19	1
II	1220000	1224999	  4.857	 0.1530358	0	19	1
II	1225000	1229999	  4.964	 0.2607692	0	19	1
II	1230000	1234999	  5.051	 0.3476708	1	19.5	0
II	1235000	1239999	  4.851	 0.1470322	0	20	1
II	1240000	1244999	  4.524	-0.1793815	0	20	1
II	1245000	1249999	  4.261	-0.4426142	0	20	1
II	1250000	1254999	  3.967	-0.7366708	0	20	1
II	1255000	1259999	  3.810	-0.8939025	0	20	1
II	1260000	1264999	  3.851	-0.8532079	0	20	1
II	1265000	1269999	  3.883	-0.8210202	0	20	1
II	1270000	1274999	  4.153	-0.5506051	0	20	1
II	1275000	1279999	  4.496	-0.2075466	0	20	1
II	1280000	1284999	  4.731	 0.0270279	0	20	1
II	1285000	1289999	  5.056	 0.3523061	0	20	1
II	1290000	1294999	  5.407	 0.7034405	0	20	1
II	1295000	1299999	  5.555	 0.8508298	0	20	1
II	1300000	1304999	  5.532	 0.8287479	0	20	1
II	1305000	1309999	  5.758	 1.0541472	1	20.5	0
II	1310000	1314999	  5.735	 1.0311017	0	21	0
II	1315000	1319999	  5.357	 0.6537101	0	21	0
II	1320000	1324999	  5.104	 0.4005350	0	21	0
II	1325000	1329999	  4.880	 0.1760938	0	21	0
II	1330000	1334999	  4.879	 0.1748079	0	21	0
II	1335000	1339999	  4.908	 0.2045446	0	21	0
II	1340000	1344999	  5.050	 0.3460315	1	21.5	0
II	1345000	1349999	  4.952	 0.2481534	0	22	1
II	1350000	1354999	  4.658	-0.0461271	0	22	1
II	1355000	1359999	  4.624	-0.0800682	0	22	1
II	1360000	1364999	  4.712	 0.0083296	0	22	1
II	1365000	1369999	  4.948	 0.2445300	0	22	1
II	1370000	1374999	  5.024	 0.3199885	0	22	1
II	1375000	1379999	  5.084	 0.3801685	0	22	1
II	1380000	1384999	  5.153	 0.4494690	0	22	1
II	1385000	1389999	  5.211	 0.5069396	1	22.5	0
II	1390000	1394999	  5.133	 0.4293906	0	23	1
II	1395000	1399999	  4.928	 0.2245149	0	23	1
II	1400000	1404999	  4.943	 0.2388961	0	23	1
II	1405000	1409999	  4.840	 0.1359499	0	23	1
II	1410000	1414999	  4.652	-0.0517630	0	23	1
II	1415000	1419999	  4.516	-0.1872783	0	23	1
II	1420000	1424999	  4.392	-0.3114576	0	23	1
II	1425000	1429999	  4.328	-0.3757811	0	23	1
II	1430000	1434999	  4.383	-0.3208348	0	23	1
II	1435000	1439999	  4.400	-0.3037826	0	23	1
II	1440000	1444999	  4.367	-0.3370803	0	23	1
II	1445000	1449999	  4.536	-0.1678430	0	23	1
II	1450000	1454999	  4.650	-0.0533536	0	23	1
II	1455000	1459999	  4.816	 0.1119822	0	23	1
II	1460000	1464999	  4.804	 0.1006531	0	23	1
II	1465000	1469999	  4.986	 0.2824838	0	23	1
II	1470000	1474999	  5.493	 0.7894120	1	23.5	0
II	1475000	1479999	  5.492	 0.7883134	0	24	1
II	1480000	1484999	  5.012	 0.3079265	0	24	1
II	1485000	1489999	  4.784	 0.0801924	0	24	1
II	1490000	1494999	  4.606	-0.0978105	0	24	1
II	1495000	1499999	  4.588	-0.1157696	0	24	1
II	1500000	1504999	  4.704	 0.0001203	0	24	1
II	1505000	1509999	  4.704	 0.0004638	1	24.5	0
II	1510000	1514999	  4.678	-0.0259797	0	25	1
II	1515000	1519999	  4.611	-0.0925597	0	25	1
II	1520000	1524999	  4.632	-0.0720933	0	25	1
II	1525000	1529999	  4.823	 0.1191407	0	25	1
II	1530000	1534999	  4.940	 0.2361931	1	25.5	0
II	1535000	1539999	  4.802	 0.0986105	0	26	1
II	1540000	1544999	  4.775	 0.0716534	0	26	1
II	1545000	1549999	  4.722	 0.0179431	0	26	1
II	1550000	1554999	  4.637	-0.0671057	0	26	1
II	1555000	1559999	  4.411	-0.2924866	0	26	1
II	1560000	1564999	  4.180	-0.5235290	0	26	1
II	1565000	1569999	  4.205	-0.4984034	0	26	1
II	1570000	1574999	  4.472	-0.2322179	0	26	1
II	1575000	1579999	  4.785	 0.0808502	0	26	1
II	1580000	1584999	  5.181	 0.4771689	0	26	1
II	1585000	1589999	  6.122	 1.4181761	0	26	1
II	1590000	1594999	  8.464	 3.7606452	0	26	1
II	1595000	1599999	 30.985	 4.0328320	1	26.5	0
II	1600000	1604999	 22.469	 4.0328320	0	27	0
II	1605000	1609999	 19.891	 4.0328320	0	27	0
II	1610000	1614999	 18.197	 4.0328320	0	27	0
II	1615000	1619999	 16.787	 4.0328320	0	27	0
II	1620000	1624999	 15.655	 4.0328320	0	27	0
II	1625000	1629999	 15.705	 4.0328320	0	27	0
II	1630000	1634999	 16.235	 4.0328320	0	27	0
II	1635000	1639999	 17.323	 4.0328320	0	27	0
II	1640000	1644999	 19.694	 4.0328320	0	27	0
II	1645000	1649999	 26.179	 4.0328320	1	27.5	0
II	1650000	1654999	  8.358	 3.6547216	0	28	1
II	1655000	1659999	  5.502	 0.7986758	0	28	1
II	1660000	1664999	  4.540	-0.1633231	0	28	1
II	1665000	1669999	  4.449	-0.2543317	0	28	1
II	1670000	1674999	  4.477	-0.2270339	0	28	1
II	1675000	1679999	  4.542	-0.1616920	0	28	1
II	1680000	1684999	  4.568	-0.1352214	0	28	1
II	1685000	1689999	  4.829	 0.1251320	0	28	1
II	1690000	1694999	  4.833	 0.1294514	0	28	1
II	1695000	1699999	  4.860	 0.1564333	0	28	1
II	1700000	1704999	  4.982	 0.2779535	0	28	1
II	1705000	1709999	  5.233	 0.5295151	0	28	1
II	1710000	1714999	  5.379	 0.6750493	1	28.5	0
II	1715000	1719999	  5.084	 0.3800129	0	29	0
II	1720000	1724999	  4.978	 0.2741328	0	29	0
II	1725000	1729999	  4.994	 0.2902416	0	29	0
II	1730000	1734999	  5.127	 0.4230434	0	29	0
II	1735000	1739999	  5.304	 0.6004726	1	29.5	0
II	1740000	1744999	  5.069	 0.3651806	0	30	1
II	1745000	1749999	  4.554	-0.1498468	0	30	1
II	1750000	1754999	  4.370	-0.3340127	0	30	1
II	1755000	1759999	  4.375	-0.3292047	0	30	1
II	1760000	1764999	  4.348	-0.3553336	0	30	1
II	1765000	1769999	  4.498	-0.2055709	0	30	1
II	1770000	1774999	  4.855	 0.1508563	0	30	1
II	1775000	1779999	  5.106	 0.4020515	0	30	1
II	1780000	1784999	  5.211	 0.5076962	0	30	1
II	1785000	1789999	  5.375	 0.6710533	0	30	1
II	1790000	1794999	  5.632	 0.9281826	1	30.5	0
II	1795000	1799999	  5.408	 0.7045530	0	31	1
II	1800000	1804999	  5.316	 0.6121333	0	31	1
II	1805000	1809999	  5.301	 0.5971681	0	31	1
