bin	chr	start	end
28482	II	117000	117199
28483	II	117200	117399
28484	II	117400	117599
28485	II	117600	117799
28486	II	117800	117999
28487	II	118000	118199
28488	II	118200	118399
28489	II	118400	118599
28490	II	118600	118799
28491	II	118800	118999
28492	II	119000	119199
28493	II	119200	119399
28494	II	119400	119599
28495	II	119600	119799
28496	II	119800	119999
28497	II	120000	120199
28498	II	120200	120399
28499	II	120400	120599
28500	II	120600	120799
28501	II	120800	120999
28502	II	121000	121199
28503	II	121200	121399
28504	II	121400	121599
28505	II	121600	121799
28506	II	121800	121999
28507	II	122000	122199
28508	II	122200	122399
28509	II	122400	122599
28510	II	122600	122799
28511	II	122800	122999
28512	II	123000	123199
28513	II	123200	123399
28514	II	123400	123599
28515	II	123600	123799
28516	II	123800	123999
28517	II	124000	124199
28518	II	124200	124399
28519	II	124400	124599
28520	II	124600	124799
28521	II	124800	124999
28522	II	125000	125199
28523	II	125200	125399
28524	II	125400	125599
28525	II	125600	125799
28526	II	125800	125999
28527	II	126000	126199
28528	II	126200	126399
28529	II	126400	126599
28530	II	126600	126799
28531	II	126800	126999
28532	II	127000	127199
28533	II	127200	127399
28534	II	127400	127599
28535	II	127600	127799
28536	II	127800	127999
28537	II	128000	128199
28538	II	128200	128399
28539	II	128400	128599
28540	II	128600	128799
28541	II	128800	128999
28542	II	129000	129199
28543	II	129200	129399
28544	II	129400	129599
28545	II	129600	129799
28546	II	129800	129999
28547	II	130000	130199
28548	II	130200	130399
28549	II	130400	130599
28550	II	130600	130799
28551	II	130800	130999
28552	II	131000	131199
28553	II	131200	131399
28554	II	131400	131599
28555	II	131600	131799
28556	II	131800	131999
28557	II	132000	132199
28558	II	132200	132399
28559	II	132400	132599
28560	II	132600	132799
28561	II	132800	132999
28562	II	133000	133199
28563	II	133200	133399
28564	II	133400	133599
28565	II	133600	133799
28566	II	133800	133999
28567	II	134000	134199
28568	II	134200	134399
28569	II	134400	134599
28570	II	134600	134799
28571	II	134800	134999
28572	II	135000	135199
28573	II	135200	135399
28574	II	135400	135599
28575	II	135600	135799
28576	II	135800	135999
28577	II	136000	136199
28578	II	136200	136399
28579	II	136400	136599
28580	II	136600	136799
28581	II	136800	136999
28582	II	137000	137199
28583	II	137200	137399
28584	II	137400	137599
28585	II	137600	137799
28586	II	137800	137999
28587	II	138000	138199
28588	II	138200	138399
28589	II	138400	138599
28590	II	138600	138799
28591	II	138800	138999
28592	II	139000	139199
28593	II	139200	139399
28594	II	139400	139599
28595	II	139600	139799
28596	II	139800	139999
28597	II	140000	140199
28598	II	140200	140399
28599	II	140400	140599
28600	II	140600	140799
28601	II	140800	140999
28602	II	141000	141199
28603	II	141200	141399
28604	II	141400	141599
28605	II	141600	141799
28606	II	141800	141999
28607	II	142000	142199
28608	II	142200	142399
28609	II	142400	142599
28610	II	142600	142799
28611	II	142800	142999
28612	II	143000	143199
28613	II	143200	143399
28614	II	143400	143599
28615	II	143600	143799
28616	II	143800	143999
28617	II	144000	144199
28618	II	144200	144399
28619	II	144400	144599
28620	II	144600	144799
28621	II	144800	144999
28622	II	145000	145199
28623	II	145200	145399
28624	II	145400	145599
28625	II	145600	145799
28626	II	145800	145999
28627	II	146000	146199
28628	II	146200	146399
28629	II	146400	146599
28630	II	146600	146799
28631	II	146800	146999
28632	II	147000	147199
28633	II	147200	147399
28634	II	147400	147599
28635	II	147600	147799
28636	II	147800	147999
28637	II	148000	148199
28638	II	148200	148399
28639	II	148400	148599
28640	II	148600	148799
28641	II	148800	148999
28642	II	149000	149199
28643	II	149200	149399
28644	II	149400	149599
28645	II	149600	149799
28646	II	149800	149999
28647	II	150000	150199
28648	II	150200	150399
28649	II	150400	150599
28650	II	150600	150799
28651	II	150800	150999
28652	II	151000	151199
28653	II	151200	151399
28654	II	151400	151599
28655	II	151600	151799
28656	II	151800	151999
28657	II	152000	152199
28658	II	152200	152399
28659	II	152400	152599
28660	II	152600	152799
28661	II	152800	152999
28662	II	153000	153199
28663	II	153200	153399
28664	II	153400	153599
28665	II	153600	153799
28666	II	153800	153999
28667	II	154000	154199
28668	II	154200	154399
28669	II	154400	154599
28670	II	154600	154799
28671	II	154800	154999
28672	II	155000	155199
28673	II	155200	155399
28674	II	155400	155599
28675	II	155600	155799
28676	II	155800	155999
28677	II	156000	156199
28678	II	156200	156399
28679	II	156400	156599
28680	II	156600	156799
28681	II	156800	156999
28682	II	157000	157199
28683	II	157200	157399
28684	II	157400	157599
28685	II	157600	157799
28686	II	157800	157999
28687	II	158000	158199
28688	II	158200	158399
28689	II	158400	158599
28690	II	158600	158799
28691	II	158800	158999
28692	II	159000	159199
28693	II	159200	159399
28694	II	159400	159599
28695	II	159600	159799
28696	II	159800	159999
28697	II	160000	160199
28698	II	160200	160399
28699	II	160400	160599
28700	II	160600	160799
28701	II	160800	160999
28702	II	161000	161199
28703	II	161200	161399
28704	II	161400	161599
28705	II	161600	161799
28706	II	161800	161999
28707	II	162000	162199
28708	II	162200	162399
28709	II	162400	162599
28710	II	162600	162799
28711	II	162800	162999
28712	II	163000	163199
28713	II	163200	163399
28714	II	163400	163599
28715	II	163600	163799
28716	II	163800	163999
28717	II	164000	164199
28718	II	164200	164399
28719	II	164400	164599
28720	II	164600	164799
28721	II	164800	164999
28722	II	165000	165199
28723	II	165200	165399
28724	II	165400	165599
28725	II	165600	165799
28726	II	165800	165999
28727	II	166000	166199
28728	II	166200	166399
28729	II	166400	166599
28730	II	166600	166799
28731	II	166800	166999
28732	II	167000	167199
28733	II	167200	167399
28734	II	167400	167599
28735	II	167600	167799
28736	II	167800	167999
28737	II	168000	168199
28738	II	168200	168399
28739	II	168400	168599
28740	II	168600	168799
28741	II	168800	168999
28742	II	169000	169199
28743	II	169200	169399
28744	II	169400	169599
28745	II	169600	169799
28746	II	169800	169999
28747	II	170000	170199
28748	II	170200	170399
28749	II	170400	170599
28750	II	170600	170799
28751	II	170800	170999
28752	II	171000	171199
28753	II	171200	171399
28754	II	171400	171599
28755	II	171600	171799
28756	II	171800	171999
28757	II	172000	172199
28758	II	172200	172399
28759	II	172400	172599
28760	II	172600	172799
28761	II	172800	172999
28762	II	173000	173199
28763	II	173200	173399
28764	II	173400	173599
28765	II	173600	173799
28766	II	173800	173999
28767	II	174000	174199
28768	II	174200	174399
28769	II	174400	174599
28770	II	174600	174799
28771	II	174800	174999
28772	II	175000	175199
28773	II	175200	175399
28774	II	175400	175599
28775	II	175600	175799
28776	II	175800	175999
28777	II	176000	176199
28778	II	176200	176399
28779	II	176400	176599
28780	II	176600	176799
28781	II	176800	176999
28782	II	177000	177199
28783	II	177200	177399
28784	II	177400	177599
28785	II	177600	177799
28786	II	177800	177999
28787	II	178000	178199
28788	II	178200	178399
28789	II	178400	178599
28790	II	178600	178799
28791	II	178800	178999
28792	II	179000	179199
28793	II	179200	179399
28794	II	179400	179599
28795	II	179600	179799
28796	II	179800	179999
28797	II	180000	180199
28798	II	180200	180399
28799	II	180400	180599
28800	II	180600	180799
28801	II	180800	180999
28802	II	181000	181199
28803	II	181200	181399
28804	II	181400	181599
28805	II	181600	181799
28806	II	181800	181999
28807	II	182000	182199
28808	II	182200	182399
28809	II	182400	182599
28810	II	182600	182799
28811	II	182800	182999
28812	II	183000	183199
28813	II	183200	183399
28814	II	183400	183599
28815	II	183600	183799
28816	II	183800	183999
28817	II	184000	184199
28818	II	184200	184399
28819	II	184400	184599
28820	II	184600	184799
28821	II	184800	184999
28822	II	185000	185199
28823	II	185200	185399
28824	II	185400	185599
28825	II	185600	185799
28826	II	185800	185999
28827	II	186000	186199
28828	II	186200	186399
28829	II	186400	186599
28830	II	186600	186799
28831	II	186800	186999
28832	II	187000	187199
28833	II	187200	187399
28834	II	187400	187599
28835	II	187600	187799
28836	II	187800	187999
28837	II	188000	188199
28838	II	188200	188399
28839	II	188400	188599
28840	II	188600	188799
28841	II	188800	188999
28842	II	189000	189199
28843	II	189200	189399
28844	II	189400	189599
28845	II	189600	189799
28846	II	189800	189999
28847	II	190000	190199
28848	II	190200	190399
28849	II	190400	190599
28850	II	190600	190799
28851	II	190800	190999
28852	II	191000	191199
28853	II	191200	191399
28854	II	191400	191599
28855	II	191600	191799
28856	II	191800	191999
28857	II	192000	192199
28858	II	192200	192399
28859	II	192400	192599
28860	II	192600	192799
28861	II	192800	192999
28862	II	193000	193199
28863	II	193200	193399
28864	II	193400	193599
28865	II	193600	193799
28866	II	193800	193999
28867	II	194000	194199
28868	II	194200	194399
28869	II	194400	194599
28870	II	194600	194799
28871	II	194800	194999
28872	II	195000	195199
28873	II	195200	195399
28874	II	195400	195599
28875	II	195600	195799
28876	II	195800	195999
28877	II	196000	196199
28878	II	196200	196399
28879	II	196400	196599
28880	II	196600	196799
28881	II	196800	196999
28882	II	197000	197199
28883	II	197200	197399
28884	II	197400	197599
28885	II	197600	197799
28886	II	197800	197999
28887	II	198000	198199
28888	II	198200	198399
28889	II	198400	198599
28890	II	198600	198799
28891	II	198800	198999
28892	II	199000	199199
28893	II	199200	199399
28894	II	199400	199599
28895	II	199600	199799
28896	II	199800	199999
28897	II	200000	200199
28898	II	200200	200399
28899	II	200400	200599
28900	II	200600	200799
28901	II	200800	200999
28902	II	201000	201199
28903	II	201200	201399
28904	II	201400	201599
28905	II	201600	201799
28906	II	201800	201999
28907	II	202000	202199
28908	II	202200	202399
28909	II	202400	202599
28910	II	202600	202799
28911	II	202800	202999
28912	II	203000	203199
28913	II	203200	203399
28914	II	203400	203599
28915	II	203600	203799
28916	II	203800	203999
28917	II	204000	204199
28918	II	204200	204399
28919	II	204400	204599
28920	II	204600	204799
28921	II	204800	204999
28922	II	205000	205199
28923	II	205200	205399
28924	II	205400	205599
28925	II	205600	205799
28926	II	205800	205999
28927	II	206000	206199
28928	II	206200	206399
28929	II	206400	206599
28930	II	206600	206799
28931	II	206800	206999
28932	II	207000	207199
28933	II	207200	207399
28934	II	207400	207599
28935	II	207600	207799
28936	II	207800	207999
28937	II	208000	208199
28938	II	208200	208399
28939	II	208400	208599
28940	II	208600	208799
28941	II	208800	208999
28942	II	209000	209199
28943	II	209200	209399
28944	II	209400	209599
28945	II	209600	209799
28946	II	209800	209999
28947	II	210000	210199
28948	II	210200	210399
28949	II	210400	210599
28950	II	210600	210799
28951	II	210800	210999
28952	II	211000	211199
28953	II	211200	211399
28954	II	211400	211599
28955	II	211600	211799
28956	II	211800	211999
28957	II	212000	212199
28958	II	212200	212399
28959	II	212400	212599
28960	II	212600	212799
28961	II	212800	212999
28962	II	213000	213199
28963	II	213200	213399
28964	II	213400	213599
28965	II	213600	213799
28966	II	213800	213999
28967	II	214000	214199
28968	II	214200	214399
28969	II	214400	214599
28970	II	214600	214799
28971	II	214800	214999
28972	II	215000	215199
28973	II	215200	215399
28974	II	215400	215599
28975	II	215600	215799
28976	II	215800	215999
28977	II	216000	216199
28978	II	216200	216399
28979	II	216400	216599
28980	II	216600	216799
28981	II	216800	216999
28982	II	217000	217199
28983	II	217200	217399
28984	II	217400	217599
28985	II	217600	217799
28986	II	217800	217999
28987	II	218000	218199
28988	II	218200	218399
28989	II	218400	218599
28990	II	218600	218799
28991	II	218800	218999
28992	II	219000	219199
28993	II	219200	219399
28994	II	219400	219599
28995	II	219600	219799
28996	II	219800	219999
28997	II	220000	220199
28998	II	220200	220399
28999	II	220400	220599
29000	II	220600	220799
29001	II	220800	220999
29002	II	221000	221199
29003	II	221200	221399
29004	II	221400	221599
29005	II	221600	221799
29006	II	221800	221999
29007	II	222000	222199
29008	II	222200	222399
29009	II	222400	222599
29010	II	222600	222799
29011	II	222800	222999
29012	II	223000	223199
29013	II	223200	223399
29014	II	223400	223599
29015	II	223600	223799
29016	II	223800	223999
29017	II	224000	224199
29018	II	224200	224399
29019	II	224400	224599
29020	II	224600	224799
29021	II	224800	224999
29022	II	225000	225199
29023	II	225200	225399
29024	II	225400	225599
29025	II	225600	225799
29026	II	225800	225999
29027	II	226000	226199
29028	II	226200	226399
29029	II	226400	226599
29030	II	226600	226799
29031	II	226800	226999
29032	II	227000	227199
29033	II	227200	227399
29034	II	227400	227599
29035	II	227600	227799
29036	II	227800	227999
29037	II	228000	228199
29038	II	228200	228399
29039	II	228400	228599
29040	II	228600	228799
29041	II	228800	228999
29042	II	229000	229199
29043	II	229200	229399
29044	II	229400	229599
29045	II	229600	229799
29046	II	229800	229999
29047	II	230000	230199
29048	II	230200	230399
29049	II	230400	230599
29050	II	230600	230799
29051	II	230800	230999
29052	II	231000	231199
29053	II	231200	231399
29054	II	231400	231599
29055	II	231600	231799
29056	II	231800	231999
29057	II	232000	232199
29058	II	232200	232399
29059	II	232400	232599
29060	II	232600	232799
29061	II	232800	232999
29062	II	233000	233199
29063	II	233200	233399
29064	II	233400	233599
29065	II	233600	233799
29066	II	233800	233999
29067	II	234000	234199
29068	II	234200	234399
29069	II	234400	234599
29070	II	234600	234799
29071	II	234800	234999
29072	II	235000	235199
29073	II	235200	235399
29074	II	235400	235599
29075	II	235600	235799
29076	II	235800	235999
29077	II	236000	236199
29078	II	236200	236399
29079	II	236400	236599
29080	II	236600	236799
29081	II	236800	236999
29082	II	237000	237199
29083	II	237200	237399
29084	II	237400	237599
29085	II	237600	237799
29086	II	237800	237999
29087	II	238000	238199
29088	II	238200	238399
29089	II	238400	238599
29090	II	238600	238799
29091	II	238800	238999
29092	II	239000	239199
29093	II	239200	239399
29094	II	239400	239599
29095	II	239600	239799
29096	II	239800	239999
29097	II	240000	240199
29098	II	240200	240399
29099	II	240400	240599
29100	II	240600	240799
29101	II	240800	240999
29102	II	241000	241199
29103	II	241200	241399
29104	II	241400	241599
29105	II	241600	241799
29106	II	241800	241999
29107	II	242000	242199
29108	II	242200	242399
29109	II	242400	242599
29110	II	242600	242799
29111	II	242800	242999
29112	II	243000	243199
29113	II	243200	243399
29114	II	243400	243599
29115	II	243600	243799
29116	II	243800	243999
29117	II	244000	244199
29118	II	244200	244399
29119	II	244400	244599
29120	II	244600	244799
29121	II	244800	244999
29122	II	245000	245199
29123	II	245200	245399
29124	II	245400	245599
29125	II	245600	245799
29126	II	245800	245999
29127	II	246000	246199
29128	II	246200	246399
29129	II	246400	246599
29130	II	246600	246799
29131	II	246800	246999
29132	II	247000	247199
29133	II	247200	247399
29134	II	247400	247599
29135	II	247600	247799
29136	II	247800	247999
29137	II	248000	248199
29138	II	248200	248399
29139	II	248400	248599
29140	II	248600	248799
29141	II	248800	248999
29142	II	249000	249199
29143	II	249200	249399
29144	II	249400	249599
29145	II	249600	249799
29146	II	249800	249999
29147	II	250000	250199
29148	II	250200	250399
29149	II	250400	250599
29150	II	250600	250799
29151	II	250800	250999
29152	II	251000	251199
29153	II	251200	251399
29154	II	251400	251599
29155	II	251600	251799
29156	II	251800	251999
29157	II	252000	252199
29158	II	252200	252399
29159	II	252400	252599
29160	II	252600	252799
29161	II	252800	252999
29162	II	253000	253199
29163	II	253200	253399
29164	II	253400	253599
29165	II	253600	253799
29166	II	253800	253999
29167	II	254000	254199
29168	II	254200	254399
29169	II	254400	254599
29170	II	254600	254799
29171	II	254800	254999
29172	II	255000	255199
29173	II	255200	255399
29174	II	255400	255599
29175	II	255600	255799
29176	II	255800	255999
29177	II	256000	256199
29178	II	256200	256399
29179	II	256400	256599
29180	II	256600	256799
29181	II	256800	256999
29182	II	257000	257199
29183	II	257200	257399
29184	II	257400	257599
29185	II	257600	257799
29186	II	257800	257999
29187	II	258000	258199
29188	II	258200	258399
29189	II	258400	258599
29190	II	258600	258799
29191	II	258800	258999
29192	II	259000	259199
29193	II	259200	259399
29194	II	259400	259599
29195	II	259600	259799
29196	II	259800	259999
29197	II	260000	260199
29198	II	260200	260399
29199	II	260400	260599
29200	II	260600	260799
29201	II	260800	260999
29202	II	261000	261199
29203	II	261200	261399
29204	II	261400	261599
29205	II	261600	261799
29206	II	261800	261999
29207	II	262000	262199
29208	II	262200	262399
29209	II	262400	262599
29210	II	262600	262799
29211	II	262800	262999
29212	II	263000	263199
29213	II	263200	263399
29214	II	263400	263599
29215	II	263600	263799
29216	II	263800	263999
29217	II	264000	264199
29218	II	264200	264399
29219	II	264400	264599
29220	II	264600	264799
29221	II	264800	264999
29222	II	265000	265199
29223	II	265200	265399
29224	II	265400	265599
29225	II	265600	265799
29226	II	265800	265999
29227	II	266000	266199
29228	II	266200	266399
29229	II	266400	266599
29230	II	266600	266799
29231	II	266800	266999
29232	II	267000	267199
29233	II	267200	267399
29234	II	267400	267599
29235	II	267600	267799
29236	II	267800	267999
29237	II	268000	268199
29238	II	268200	268399
29239	II	268400	268599
29240	II	268600	268799
29241	II	268800	268999
29242	II	269000	269199
29243	II	269200	269399
29244	II	269400	269599
29245	II	269600	269799
29246	II	269800	269999
29247	II	270000	270199
29248	II	270200	270399
29249	II	270400	270599
29250	II	270600	270799
29251	II	270800	270999
29252	II	271000	271199
29253	II	271200	271399
29254	II	271400	271599
29255	II	271600	271799
29256	II	271800	271999
29257	II	272000	272199
29258	II	272200	272399
29259	II	272400	272599
29260	II	272600	272799
29261	II	272800	272999
29262	II	273000	273199
29263	II	273200	273399
29264	II	273400	273599
29265	II	273600	273799
29266	II	273800	273999
29267	II	274000	274199
29268	II	274200	274399
29269	II	274400	274599
29270	II	274600	274799
29271	II	274800	274999
29272	II	275000	275199
29273	II	275200	275399
29274	II	275400	275599
29275	II	275600	275799
29276	II	275800	275999
29277	II	276000	276199
29278	II	276200	276399
29279	II	276400	276599
29280	II	276600	276799
29281	II	276800	276999
29282	II	277000	277199
29283	II	277200	277399
29284	II	277400	277599
29285	II	277600	277799
29286	II	277800	277999
29287	II	278000	278199
29288	II	278200	278399
29289	II	278400	278599
29290	II	278600	278799
29291	II	278800	278999
29292	II	279000	279199
29293	II	279200	279399
29294	II	279400	279599
29295	II	279600	279799
29296	II	279800	279999
29297	II	280000	280199
29298	II	280200	280399
29299	II	280400	280599
29300	II	280600	280799
29301	II	280800	280999
29302	II	281000	281199
29303	II	281200	281399
29304	II	281400	281599
29305	II	281600	281799
29306	II	281800	281999
29307	II	282000	282199
29308	II	282200	282399
29309	II	282400	282599
29310	II	282600	282799
29311	II	282800	282999
29312	II	283000	283199
29313	II	283200	283399
29314	II	283400	283599
29315	II	283600	283799
29316	II	283800	283999
29317	II	284000	284199
29318	II	284200	284399
29319	II	284400	284599
29320	II	284600	284799
29321	II	284800	284999
29322	II	285000	285199
29323	II	285200	285399
29324	II	285400	285599
29325	II	285600	285799
29326	II	285800	285999
29327	II	286000	286199
29328	II	286200	286399
29329	II	286400	286599
29330	II	286600	286799
29331	II	286800	286999
29332	II	287000	287199
29333	II	287200	287399
29334	II	287400	287599
29335	II	287600	287799
29336	II	287800	287999
29337	II	288000	288199
29338	II	288200	288399
29339	II	288400	288599
29340	II	288600	288799
29341	II	288800	288999
29342	II	289000	289199
29343	II	289200	289399
29344	II	289400	289599
29345	II	289600	289799
29346	II	289800	289999
29347	II	290000	290199
29348	II	290200	290399
29349	II	290400	290599
29350	II	290600	290799
29351	II	290800	290999
29352	II	291000	291199
29353	II	291200	291399
29354	II	291400	291599
29355	II	291600	291799
29356	II	291800	291999
29357	II	292000	292199
29358	II	292200	292399
29359	II	292400	292599
29360	II	292600	292799
29361	II	292800	292999
29362	II	293000	293199
29363	II	293200	293399
29364	II	293400	293599
29365	II	293600	293799
29366	II	293800	293999
29367	II	294000	294199
29368	II	294200	294399
29369	II	294400	294599
29370	II	294600	294799
29371	II	294800	294999
29372	II	295000	295199
29373	II	295200	295399
29374	II	295400	295599
29375	II	295600	295799
29376	II	295800	295999
29377	II	296000	296199
29378	II	296200	296399
29379	II	296400	296599
29380	II	296600	296799
29381	II	296800	296999
29382	II	297000	297199
29383	II	297200	297399
29384	II	297400	297599
29385	II	297600	297799
29386	II	297800	297999
29387	II	298000	298199
29388	II	298200	298399
29389	II	298400	298599
29390	II	298600	298799
29391	II	298800	298999
29392	II	299000	299199
29393	II	299200	299399
29394	II	299400	299599
29395	II	299600	299799
29396	II	299800	299999
29397	II	300000	300199
29398	II	300200	300399
29399	II	300400	300599
29400	II	300600	300799
29401	II	300800	300999
29402	II	301000	301199
29403	II	301200	301399
29404	II	301400	301599
29405	II	301600	301799
29406	II	301800	301999
29407	II	302000	302199
29408	II	302200	302399
29409	II	302400	302599
29410	II	302600	302799
29411	II	302800	302999
29412	II	303000	303199
29413	II	303200	303399
29414	II	303400	303599
29415	II	303600	303799
29416	II	303800	303999
29417	II	304000	304199
29418	II	304200	304399
29419	II	304400	304599
29420	II	304600	304799
29421	II	304800	304999
29422	II	305000	305199
29423	II	305200	305399
29424	II	305400	305599
29425	II	305600	305799
29426	II	305800	305999
29427	II	306000	306199
29428	II	306200	306399
29429	II	306400	306599
29430	II	306600	306799
29431	II	306800	306999
29432	II	307000	307199
29433	II	307200	307399
29434	II	307400	307599
29435	II	307600	307799
29436	II	307800	307999
29437	II	308000	308199
29438	II	308200	308399
29439	II	308400	308599
29440	II	308600	308799
29441	II	308800	308999
29442	II	309000	309199
29443	II	309200	309399
29444	II	309400	309599
29445	II	309600	309799
29446	II	309800	309999
29447	II	310000	310199
29448	II	310200	310399
29449	II	310400	310599
29450	II	310600	310799
29451	II	310800	310999
29452	II	311000	311199
29453	II	311200	311399
29454	II	311400	311599
29455	II	311600	311799
29456	II	311800	311999
29457	II	312000	312199
29458	II	312200	312399
29459	II	312400	312599
29460	II	312600	312799
29461	II	312800	312999
29462	II	313000	313199
29463	II	313200	313399
29464	II	313400	313599
29465	II	313600	313799
29466	II	313800	313999
29467	II	314000	314199
29468	II	314200	314399
29469	II	314400	314599
29470	II	314600	314799
29471	II	314800	314999
29472	II	315000	315199
29473	II	315200	315399
29474	II	315400	315599
29475	II	315600	315799
29476	II	315800	315999
29477	II	316000	316199
29478	II	316200	316399
29479	II	316400	316599
29480	II	316600	316799
29481	II	316800	316999
29482	II	317000	317199
29483	II	317200	317399
29484	II	317400	317599
29485	II	317600	317799
29486	II	317800	317999
29487	II	318000	318199
29488	II	318200	318399
29489	II	318400	318599
29490	II	318600	318799
29491	II	318800	318999
29492	II	319000	319199
29493	II	319200	319399
29494	II	319400	319599
29495	II	319600	319799
29496	II	319800	319999
29497	II	320000	320199
29498	II	320200	320399
29499	II	320400	320599
29500	II	320600	320799
29501	II	320800	320999
29502	II	321000	321199
29503	II	321200	321399
29504	II	321400	321599
29505	II	321600	321799
29506	II	321800	321999
29507	II	322000	322199
29508	II	322200	322399
29509	II	322400	322599
29510	II	322600	322799
29511	II	322800	322999
29512	II	323000	323199
29513	II	323200	323399
29514	II	323400	323599
29515	II	323600	323799
29516	II	323800	323999
29517	II	324000	324199
29518	II	324200	324399
29519	II	324400	324599
29520	II	324600	324799
29521	II	324800	324999
29522	II	325000	325199
29523	II	325200	325399
29524	II	325400	325599
29525	II	325600	325799
29526	II	325800	325999
29527	II	326000	326199
29528	II	326200	326399
29529	II	326400	326599
29530	II	326600	326799
29531	II	326800	326999
29532	II	327000	327199
29533	II	327200	327399
29534	II	327400	327599
29535	II	327600	327799
29536	II	327800	327999
29537	II	328000	328199
29538	II	328200	328399
29539	II	328400	328599
29540	II	328600	328799
29541	II	328800	328999
29542	II	329000	329199
29543	II	329200	329399
29544	II	329400	329599
29545	II	329600	329799
29546	II	329800	329999
29547	II	330000	330199
29548	II	330200	330399
29549	II	330400	330599
29550	II	330600	330799
29551	II	330800	330999
29552	II	331000	331199
29553	II	331200	331399
29554	II	331400	331599
29555	II	331600	331799
29556	II	331800	331999
29557	II	332000	332199
29558	II	332200	332399
29559	II	332400	332599
29560	II	332600	332799
29561	II	332800	332999
29562	II	333000	333199
29563	II	333200	333399
29564	II	333400	333599
29565	II	333600	333799
29566	II	333800	333999
29567	II	334000	334199
29568	II	334200	334399
29569	II	334400	334599
29570	II	334600	334799
29571	II	334800	334999
29572	II	335000	335199
29573	II	335200	335399
29574	II	335400	335599
29575	II	335600	335799
29576	II	335800	335999
29577	II	336000	336199
29578	II	336200	336399
29579	II	336400	336599
29580	II	336600	336799
29581	II	336800	336999
29582	II	337000	337199
29583	II	337200	337399
29584	II	337400	337599
29585	II	337600	337799
29586	II	337800	337999
29587	II	338000	338199
29588	II	338200	338399
29589	II	338400	338599
29590	II	338600	338799
29591	II	338800	338999
29592	II	339000	339199
29593	II	339200	339399
29594	II	339400	339599
29595	II	339600	339799
29596	II	339800	339999
29597	II	340000	340199
29598	II	340200	340399
29599	II	340400	340599
29600	II	340600	340799
29601	II	340800	340999
29602	II	341000	341199
29603	II	341200	341399
29604	II	341400	341599
29605	II	341600	341799
29606	II	341800	341999
29607	II	342000	342199
29608	II	342200	342399
29609	II	342400	342599
29610	II	342600	342799
29611	II	342800	342999
29612	II	343000	343199
29613	II	343200	343399
29614	II	343400	343599
29615	II	343600	343799
29616	II	343800	343999
29617	II	344000	344199
29618	II	344200	344399
29619	II	344400	344599
29620	II	344600	344799
29621	II	344800	344999
29622	II	345000	345199
29623	II	345200	345399
29624	II	345400	345599
29625	II	345600	345799
29626	II	345800	345999
29627	II	346000	346199
29628	II	346200	346399
29629	II	346400	346599
29630	II	346600	346799
29631	II	346800	346999
29632	II	347000	347199
29633	II	347200	347399
29634	II	347400	347599
29635	II	347600	347799
29636	II	347800	347999
29637	II	348000	348199
29638	II	348200	348399
29639	II	348400	348599
29640	II	348600	348799
29641	II	348800	348999
29642	II	349000	349199
29643	II	349200	349399
29644	II	349400	349599
29645	II	349600	349799
29646	II	349800	349999
29647	II	350000	350199
29648	II	350200	350399
29649	II	350400	350599
29650	II	350600	350799
29651	II	350800	350999
29652	II	351000	351199
29653	II	351200	351399
29654	II	351400	351599
29655	II	351600	351799
29656	II	351800	351999
29657	II	352000	352199
29658	II	352200	352399
29659	II	352400	352599
29660	II	352600	352799
29661	II	352800	352999
29662	II	353000	353199
29663	II	353200	353399
29664	II	353400	353599
29665	II	353600	353799
29666	II	353800	353999
29667	II	354000	354199
29668	II	354200	354399
29669	II	354400	354599
29670	II	354600	354799
29671	II	354800	354999
29672	II	355000	355199
29673	II	355200	355399
29674	II	355400	355599
29675	II	355600	355799
29676	II	355800	355999
29677	II	356000	356199
29678	II	356200	356399
29679	II	356400	356599
29680	II	356600	356799
29681	II	356800	356999
29682	II	357000	357199
29683	II	357200	357399
29684	II	357400	357599
29685	II	357600	357799
29686	II	357800	357999
29687	II	358000	358199
29688	II	358200	358399
29689	II	358400	358599
29690	II	358600	358799
29691	II	358800	358999
29692	II	359000	359199
29693	II	359200	359399
29694	II	359400	359599
29695	II	359600	359799
29696	II	359800	359999
29697	II	360000	360199
29698	II	360200	360399
29699	II	360400	360599
29700	II	360600	360799
29701	II	360800	360999
29702	II	361000	361199
29703	II	361200	361399
29704	II	361400	361599
29705	II	361600	361799
29706	II	361800	361999
29707	II	362000	362199
29708	II	362200	362399
29709	II	362400	362599
29710	II	362600	362799
29711	II	362800	362999
29712	II	363000	363199
29713	II	363200	363399
29714	II	363400	363599
29715	II	363600	363799
29716	II	363800	363999
29717	II	364000	364199
29718	II	364200	364399
29719	II	364400	364599
29720	II	364600	364799
29721	II	364800	364999
29722	II	365000	365199
29723	II	365200	365399
29724	II	365400	365599
29725	II	365600	365799
29726	II	365800	365999
29727	II	366000	366199
29728	II	366200	366399
29729	II	366400	366599
29730	II	366600	366799
29731	II	366800	366999
29732	II	367000	367199
29733	II	367200	367399
29734	II	367400	367599
29735	II	367600	367799
29736	II	367800	367999
29737	II	368000	368199
29738	II	368200	368399
29739	II	368400	368599
29740	II	368600	368799
29741	II	368800	368999
29742	II	369000	369199
29743	II	369200	369399
29744	II	369400	369599
29745	II	369600	369799
29746	II	369800	369999
29747	II	370000	370199
29748	II	370200	370399
29749	II	370400	370599
29750	II	370600	370799
29751	II	370800	370999
29752	II	371000	371199
